datetime,prefecture,mig_in,mig_out,mig_internal
2006-06-01,長野県,1877,2077,2547
2006-06-01,岐阜県,1925,2177,2118
2006-06-01,静岡県,3589,3621,4539
2006-06-01,愛知県,7679,6616,13713
2006-06-01,三重県,2244,1992,1851
2006-06-01,滋賀県,1937,1697,1673
2006-06-01,京都府,3519,3762,4072
2006-06-01,大阪府,10285,10890,17602
2006-06-01,兵庫県,6136,6411,8071
2006-06-01,奈良県,1712,1875,1555
2006-06-01,和歌山県,914,1128,937
2006-06-01,鳥取県,551,631,514
2006-06-01,島根県,638,820,504
2006-06-01,岡山県,1815,1921,1720
2006-06-01,広島県,3060,3235,4867
2006-06-01,山口県,1466,1674,1342
2006-06-01,徳島県,680,709,929
2006-06-01,香川県,1079,1224,926
2006-06-01,愛媛県,1183,1424,1246
2006-06-01,高知県,577,687,947
2006-06-01,福岡県,6089,5935,11851
2006-06-01,佐賀県,1008,1109,825
2006-06-01,長崎県,1382,1770,1253
2006-06-01,熊本県,1671,1886,2300
2006-06-01,大分県,1333,1255,1187
2006-06-01,宮崎県,1374,1347,1348
2006-06-01,鹿児島県,1726,1946,2047
2006-06-01,沖縄県,1571,1627,2983
2006-07-01,北海道,4093,4595,16846
2006-07-01,青森県,1650,1895,1567
2006-07-01,岩手県,1477,1659,1471
2006-07-01,宮城県,3739,4046,4673
2006-07-01,秋田県,1102,1193,867
2006-07-01,山形県,1158,1183,1100
2006-07-01,福島県,2002,2478,2145
2006-07-01,茨城県,3687,3575,3682
2006-07-01,栃木県,2738,2454,2226
2006-07-01,群馬県,2093,2169,2307
2006-07-01,埼玉県,12203,12286,12207
2006-07-01,千葉県,11148,10481,10032
2006-07-01,東京都,28845,25813,27380
2006-07-01,神奈川県,15547,15520,16724
2006-07-01,新潟県,1874,2061,1879
2006-07-01,富山県,1077,1052,818
2006-07-01,石川県,1372,1346,1171
2006-07-01,福井県,715,807,691
2006-07-01,山梨県,1015,1070,1248
2006-07-01,長野県,2186,2129,2693
2006-07-01,岐阜県,2117,2138,2224
2006-07-01,静岡県,4867,4469,4697
2006-07-01,愛知県,9331,8002,14080
2006-07-01,三重県,2383,2156,1874
2006-07-01,滋賀県,2012,2090,1629
2006-07-01,京都府,3849,3926,4055
2006-07-01,大阪府,11064,12738,17075
2006-07-01,兵庫県,7372,7261,8571
2006-07-01,奈良県,1831,2189,1493
2006-07-01,和歌山県,930,1092,829
2006-07-01,鳥取県,775,751,545
2006-07-01,島根県,806,880,462
2006-07-01,岡山県,2128,2414,1820
2006-07-01,広島県,3640,3697,4588
2006-07-01,山口県,1745,2978,1384
2006-07-01,徳島県,778,874,823
2006-07-01,香川県,1587,1620,1003
2006-07-01,愛媛県,1452,1653,1398
2006-07-01,高知県,725,798,955
2006-07-01,福岡県,7985,7114,11689
2006-07-01,佐賀県,1298,1240,814
2006-07-01,長崎県,1837,2439,1699
2006-07-01,熊本県,2774,2552,2318
2006-07-01,大分県,1771,1720,1169
2006-07-01,宮崎県,1747,1877,1372
2006-07-01,鹿児島県,2319,2637,2266
2006-07-01,沖縄県,1892,1619,3055
2006-08-01,北海道,3828,5174,16047
2006-08-01,青森県,1899,2362,1463
2006-08-01,岩手県,1447,1550,1419
2006-08-01,宮城県,3646,3528,4693
2006-08-01,秋田県,963,1153,768
2006-08-01,山形県,1125,1176,1124
2006-08-01,福島県,2013,2430,1856
2006-08-01,茨城県,4050,4032,3551
2006-08-01,栃木県,2680,2481,2109
2006-08-01,群馬県,2034,2214,2557
2006-08-01,埼玉県,12469,12678,12549
2006-08-01,千葉県,12035,11365,10459
2006-08-01,東京都,30910,26706,29825
2006-08-01,神奈川県,17020,17844,18388
2006-08-01,新潟県,1833,2093,2290
2006-08-01,富山県,1030,1081,976
2006-08-01,石川県,1453,1494,1398
2006-08-01,福井県,803,879,709
2006-08-01,山梨県,906,1074,1104
2006-08-01,長野県,2222,2193,2790
2006-08-01,岐阜県,2209,2627,2325
2006-08-01,静岡県,5752,4717,4896
2006-08-01,愛知県,9467,8556,15525
2006-08-01,三重県,2593,2448,1952
2006-08-01,滋賀県,2196,2114,1737
2006-08-01,京都府,4333,4686,4723
2006-08-01,大阪府,12126,13005,20267
2006-08-01,兵庫県,7622,7677,9000
2006-08-01,奈良県,2035,2399,1659
2006-08-01,和歌山県,1071,1206,958
2006-08-01,鳥取県,810,819,457
2006-08-01,島根県,904,960,595
2006-08-01,岡山県,2234,2364,1816
2006-08-01,広島県,4388,4391,5120
2006-08-01,山口県,2429,2574,1555
2006-08-01,徳島県,840,973,992
2006-08-01,香川県,1413,1475,1018
2006-08-01,愛媛県,1732,1827,1535
2006-08-01,高知県,794,944,1081
2006-08-01,福岡県,8542,8264,13876
2006-08-01,佐賀県,1453,1443,900
2006-08-01,長崎県,2331,2788,1771
2006-08-01,熊本県,2705,2759,2816
2006-08-01,大分県,1843,1927,1354
2006-08-01,宮崎県,2066,2038,1659
2006-08-01,鹿児島県,2967,2822,3015
2006-08-01,沖縄県,2396,2307,3276
2006-09-01,北海道,3148,4052,14259
2006-09-01,青森県,1390,1568,1317
2006-09-01,岩手県,1134,1297,1337
2006-09-01,宮城県,2614,3016,4394
2006-09-01,秋田県,844,1085,725
2006-09-01,山形県,879,972,1072
2006-09-01,福島県,1721,1935,1835
2006-09-01,茨城県,3245,3090,3459
2006-09-01,栃木県,2280,2191,2047
2006-09-01,群馬県,1919,1821,2408
2006-09-01,埼玉県,10886,10621,11959
2006-09-01,千葉県,10346,9468,9788
2006-09-01,東京都,26242,22511,26169
2006-09-01,神奈川県,13817,13672,16578
2006-09-01,新潟県,1646,1775,1595
2006-09-01,富山県,879,892,842
2006-09-01,石川県,1101,1164,1163
2006-09-01,福井県,647,660,701
2006-09-01,山梨県,833,869,1083
2006-09-01,長野県,1805,1997,2696
2006-09-01,岐阜県,1914,2101,2166
2006-09-01,静岡県,3806,3795,4500
2006-09-01,愛知県,7501,6808,14050
2006-09-01,三重県,2150,2005,1940
2006-09-01,滋賀県,1990,1691,1658
2006-09-01,京都府,3534,3861,3757
2006-09-01,大阪府,10032,10681,18016
2006-09-01,兵庫県,6155,6242,8252
2006-09-01,奈良県,1661,2206,1525
2006-09-01,和歌山県,846,1029,958
2006-09-01,鳥取県,599,720,452
2006-09-01,島根県,731,757,452
2006-09-01,岡山県,1887,2007,1777
2006-09-01,広島県,2960,3271,4999
2006-09-01,山口県,1541,1661,1261
2006-09-01,徳島県,643,751,789
2006-09-01,香川県,1125,1129,852
2006-09-01,愛媛県,1173,1302,1291
2006-09-01,高知県,596,792,852
2006-09-01,福岡県,6200,6338,11644
2006-09-01,佐賀県,1057,1178,892
2006-09-01,長崎県,1566,1830,1267
2006-09-01,熊本県,1952,1993,2294
2006-09-01,大分県,1354,1274,1210
2006-09-01,宮崎県,1314,1460,1192
2006-09-01,鹿児島県,1887,1971,2087
2006-09-01,沖縄県,1575,1616,2967
2006-10-01,北海道,3964,4913,18056
2006-10-01,青森県,1523,1873,1568
2006-10-01,岩手県,1546,1541,1640
2006-10-01,宮城県,3576,3906,5132
2006-10-01,秋田県,995,1341,923
2006-10-01,山形県,1133,1156,1369
2006-10-01,福島県,2097,2374,2243
2006-10-01,茨城県,3940,3801,4112
2006-10-01,栃木県,2843,2632,2457
2006-10-01,群馬県,2336,2281,2495
2006-10-01,埼玉県,12748,12274,13718
2006-10-01,千葉県,11973,11284,10693
2006-10-01,東京都,30549,26582,30564
2006-10-01,神奈川県,16811,16415,19569
2006-10-01,新潟県,1868,2190,2016
2006-10-01,富山県,1094,1119,1081
2006-10-01,石川県,1411,1396,1532
2006-10-01,福井県,758,827,804
2006-10-01,山梨県,1005,1083,1454
2006-10-01,長野県,2348,2481,3261
2006-10-01,岐阜県,2260,2560,2715
2006-10-01,静岡県,4275,4674,5210
2006-10-01,愛知県,9652,8491,16525
2006-10-01,三重県,2459,2324,2192
2006-10-01,滋賀県,2130,2080,1947
2006-10-01,京都府,4223,4384,4691
2006-10-01,大阪府,12154,13492,20283
2006-10-01,兵庫県,7544,7607,9289
2006-10-01,奈良県,2122,2265,1736
2006-10-01,和歌山県,1024,1185,1154
2006-10-01,鳥取県,725,763,562
2006-10-01,島根県,775,860,560
2006-10-01,岡山県,2349,2409,2101
2006-10-01,広島県,3945,4024,5389
2006-10-01,山口県,1739,2012,1579
2006-10-01,徳島県,844,880,1049
2006-10-01,香川県,1563,1636,1081
2006-10-01,愛媛県,1462,1753,1369
2006-10-01,高知県,738,916,933
2006-10-01,福岡県,7828,7733,13112
2006-10-01,佐賀県,1352,1161,1052
2006-10-01,長崎県,1693,2250,1629
2006-10-01,熊本県,2182,2415,2447
2006-10-01,大分県,1685,1622,1365
2006-10-01,宮崎県,1578,1571,1557
2006-10-01,鹿児島県,2202,2382,2364
2006-10-01,沖縄県,1831,1934,3176
2006-11-01,北海道,2548,3585,15097
2006-11-01,青森県,1061,1411,1240
2006-11-01,岩手県,1114,1170,1533
2006-11-01,宮城県,2319,2675,4719
2006-11-01,秋田県,714,895,876
2006-11-01,山形県,804,970,1240
2006-11-01,福島県,1558,1709,2072
2006-11-01,茨城県,3049,2991,3686
2006-11-01,栃木県,2103,2028,2279
2006-11-01,群馬県,1639,1713,2415
2006-11-01,埼玉県,10579,10283,12403
2006-11-01,千葉県,9551,9038,10440
2006-11-01,東京都,25836,22895,29522
2006-11-01,神奈川県,13950,13225,18092
2006-11-01,新潟県,1316,1561,1905
2006-11-01,富山県,739,866,1057
2006-11-01,石川県,1064,1071,1505
2006-11-01,福井県,588,616,802
2006-11-01,山梨県,741,856,1297
2006-11-01,長野県,1740,1851,2895
2006-11-01,岐阜県,1940,1977,2429
2006-11-01,静岡県,3536,3141,4605
2006-11-01,愛知県,6974,6106,15339
2006-11-01,三重県,1945,1807,2070
2006-11-01,滋賀県,1787,1541,1910
2006-11-01,京都府,3230,3388,4413
2006-11-01,大阪府,9541,10709,19339
2006-11-01,兵庫県,6114,5812,9158
2006-11-01,奈良県,1667,2022,1658
2006-11-01,和歌山県,833,1011,972
2006-11-01,鳥取県,482,608,548
2006-11-01,島根県,659,641,542
2006-11-01,岡山県,1685,1915,1879
2006-11-01,広島県,2623,2647,5003
2006-11-01,山口県,1359,1727,1460
2006-11-01,徳島県,583,646,946
2006-11-01,香川県,998,1023,1077
2006-11-01,愛媛県,1028,1152,1272
2006-11-01,高知県,492,656,823
2006-11-01,福岡県,5539,5398,12529
2006-11-01,佐賀県,1021,1087,847
2006-11-01,長崎県,1313,1550,1404
2006-11-01,熊本県,1601,1695,2296
2006-11-01,大分県,1168,1250,1136
2006-11-01,宮崎県,1211,1271,1313
2006-11-01,鹿児島県,1559,1600,1835
2006-11-01,沖縄県,1411,1523,3030
2006-12-01,北海道,2560,3018,12940
2006-12-01,青森県,1074,1304,1271
2006-12-01,岩手県,977,1155,1283
2006-12-01,宮城県,2247,2356,4991
2006-12-01,秋田県,662,807,819
2006-12-01,山形県,744,812,1236
2006-12-01,福島県,1535,1687,2023
2006-12-01,茨城県,3035,3115,4161
2006-12-01,栃木県,1925,2035,2187
2006-12-01,群馬県,1548,1680,2325
2006-12-01,埼玉県,10187,10147,12461
2006-12-01,千葉県,9382,9191,10323
2006-12-01,東京都,25026,22977,30462
2006-12-01,神奈川県,13975,13653,18532
2006-12-01,新潟県,1325,1344,1830
2006-12-01,富山県,748,824,980
2006-12-01,石川県,948,891,1351
2006-12-01,福井県,574,595,734
2006-12-01,山梨県,778,855,1213
2006-12-01,長野県,1740,1763,2739
2006-12-01,岐阜県,1921,2015,2429
2006-12-01,静岡県,3316,3354,4451
2006-12-01,愛知県,6792,6260,14981
2006-12-01,三重県,1897,1886,1838
2006-12-01,滋賀県,1933,1696,1860
2006-12-01,京都府,3253,3701,4685
2006-12-01,大阪府,9506,10646,20188
2006-12-01,兵庫県,6136,5672,9008
2006-12-01,奈良県,1860,1975,1743
2006-12-01,和歌山県,770,986,894
2006-12-01,鳥取県,512,600,464
2006-12-01,島根県,574,630,499
2006-12-01,岡山県,1666,1773,1917
2006-12-01,広島県,2736,2775,4358
2006-12-01,山口県,1287,1336,1312
2006-12-01,徳島県,629,618,980
2006-12-01,香川県,1028,946,993
2006-12-01,愛媛県,1134,1131,1254
2006-12-01,高知県,479,632,997
2006-12-01,福岡県,5526,5255,12045
2006-12-01,佐賀県,969,980,888
2006-12-01,長崎県,1437,1615,1389
2006-12-01,熊本県,1679,1664,2330
2006-12-01,大分県,1151,1095,1210
2006-12-01,宮崎県,1283,1127,1377
2006-12-01,鹿児島県,1678,1618,1973
2006-12-01,沖縄県,1497,1444,3098
2007-01-01,北海道,2565,3411,10694
2007-01-01,青森県,931,1442,1114
2007-01-01,岩手県,1000,1213,1191
2007-01-01,宮城県,2495,2615,3712
2007-01-01,秋田県,613,849,721
2007-01-01,山形県,733,874,816
2007-01-01,福島県,1473,1857,1685
2007-01-01,茨城県,3157,3154,3330
2007-01-01,栃木県,2124,2066,2139
2007-01-01,群馬県,1737,1713,2045
2007-01-01,埼玉県,9924,9626,10631
2007-01-01,千葉県,8924,8923,8514
2007-01-01,東京都,25992,21702,25949
2007-01-01,神奈川県,13730,12576,15130
2007-01-01,新潟県,1315,1601,1441
2007-01-01,富山県,718,877,685
2007-01-01,石川県,960,1004,1077
2007-01-01,福井県,499,642,554
2007-01-01,山梨県,715,912,1171
2007-01-01,長野県,1539,1972,2319
2007-01-01,岐阜県,1965,1993,2145
2007-01-01,静岡県,3555,3431,4228
2007-01-01,愛知県,7797,6759,13359
2007-01-01,三重県,2025,1766,1809
2007-01-01,滋賀県,1892,1617,1802
2007-01-01,京都府,3139,3439,3580
2007-01-01,大阪府,9186,10081,15287
2007-01-01,兵庫県,5591,6015,7378
2007-01-01,奈良県,1525,1802,1465
2007-01-01,和歌山県,866,948,871
2007-01-01,鳥取県,476,643,414
2007-01-01,島根県,657,688,538
2007-01-01,岡山県,1783,1919,1821
2007-01-01,広島県,2742,2979,4298
2007-01-01,山口県,1426,1403,1279
2007-01-01,徳島県,569,637,894
2007-01-01,香川県,1050,1052,963
2007-01-01,愛媛県,1126,1280,1237
2007-01-01,高知県,547,754,953
2007-01-01,福岡県,5688,5768,11015
2007-01-01,佐賀県,1005,1172,851
2007-01-01,長崎県,1390,1757,1328
2007-01-01,熊本県,1668,1770,2152
2007-01-01,大分県,1251,1259,1097
2007-01-01,宮崎県,1176,1251,1092
2007-01-01,鹿児島県,1712,1782,1876
2007-01-01,沖縄県,1541,1498,3094
2007-02-01,北海道,2591,3888,12584
2007-02-01,青森県,999,1406,1100
2007-02-01,岩手県,984,1175,1122
2007-02-01,宮城県,2491,2892,4416
2007-02-01,秋田県,715,846,570
2007-02-01,山形県,890,967,942
2007-02-01,福島県,1577,1816,1760
2007-02-01,茨城県,3219,3296,3772
2007-02-01,栃木県,2261,2143,2291
2007-02-01,群馬県,1941,1837,2281
2007-02-01,埼玉県,10684,10394,11801
2007-02-01,千葉県,9756,9539,10466
2007-02-01,東京都,27884,24447,29618
2007-02-01,神奈川県,15114,13819,18779
2007-02-01,新潟県,1373,1636,1422
2007-02-01,富山県,891,857,810
2007-02-01,石川県,1003,1088,1173
2007-02-01,福井県,586,637,597
2007-02-01,山梨県,838,1174,1205
2007-02-01,長野県,1805,1853,2378
2007-02-01,岐阜県,1961,2138,2314
2007-02-01,静岡県,3846,3558,4657
2007-02-01,愛知県,7589,6420,14963
2007-02-01,三重県,1881,2073,1953
2007-02-01,滋賀県,1934,1635,1622
2007-02-01,京都府,3337,3936,4119
2007-02-01,大阪府,10044,10486,16926
2007-02-01,兵庫県,6080,6147,8048
2007-02-01,奈良県,1755,2320,1605
2007-02-01,和歌山県,787,1069,957
2007-02-01,鳥取県,566,688,490
2007-02-01,島根県,760,762,962
2007-02-01,岡山県,1901,1892,1793
2007-02-01,広島県,3056,3044,5314
2007-02-01,山口県,1490,1666,1497
2007-02-01,徳島県,672,734,1299
2007-02-01,香川県,1089,1051,1058
2007-02-01,愛媛県,1243,1305,1472
2007-02-01,高知県,637,805,1012
2007-02-01,福岡県,5899,5914,11992
2007-02-01,佐賀県,1045,1014,947
2007-02-01,長崎県,1394,1773,1374
2007-02-01,熊本県,1657,1803,2343
2007-02-01,大分県,1231,1284,1255
2007-02-01,宮崎県,1222,1256,1378
2007-02-01,鹿児島県,1696,1903,2246
2007-02-01,沖縄県,1501,1489,2958
2007-03-01,北海道,8180,15353,36053
2007-03-01,青森県,3497,6820,3753
2007-03-01,岩手県,3394,5766,4563
2007-03-01,宮城県,9708,12028,9904
2007-03-01,秋田県,2414,4689,2441
2007-03-01,山形県,2880,4703,3450
2007-03-01,福島県,4840,7729,6395
2007-03-01,茨城県,8521,10969,8590
2007-03-01,栃木県,6026,7242,5286
2007-03-01,群馬県,4861,6485,5429
2007-03-01,埼玉県,29458,26941,22194
2007-03-01,千葉県,32584,24909,23688
2007-03-01,東京都,86465,53781,52600
2007-03-01,神奈川県,47946,33911,34055
2007-03-01,新潟県,4511,7318,5528
2007-03-01,富山県,2577,3192,2060
2007-03-01,石川県,3146,4148,2739
2007-03-01,福井県,1615,2360,1733
2007-03-01,山梨県,2363,3486,2970
2007-03-01,長野県,5842,7123,9251
2007-03-01,岐阜県,5124,6149,5408
2007-03-01,静岡県,11542,13124,11255
2007-03-01,愛知県,24777,19597,29156
2007-03-01,三重県,5461,6114,4480
2007-03-01,滋賀県,5360,5129,3572
2007-03-01,京都府,10835,12168,7945
2007-03-01,大阪府,30465,28264,34110
2007-03-01,兵庫県,17791,18250,15932
2007-03-01,奈良県,4607,5608,2774
2007-03-01,和歌山県,2082,3370,2069
2007-03-01,鳥取県,1644,2659,1305
2007-03-01,島根県,1979,3157,1659
2007-03-01,岡山県,5819,6698,4962
2007-03-01,広島県,9777,11182,10837
2007-03-01,山口県,4105,5626,3293
2007-03-01,徳島県,1857,2889,1905
2007-03-01,香川県,3795,4176,2581
2007-03-01,愛媛県,3857,5024,4329
2007-03-01,高知県,1756,3184,2607
2007-03-01,福岡県,19154,20070,24667
2007-03-01,佐賀県,2888,3840,2070
2007-03-01,長崎県,4498,7483,5549
2007-03-01,熊本県,5440,6910,5398
2007-03-01,大分県,3887,4460,3234
2007-03-01,宮崎県,3615,5226,3573
2007-03-01,鹿児島県,4769,7455,6940
2007-03-01,沖縄県,3852,4799,6451
2007-04-01,北海道,11052,14914,48054
2007-04-01,青森県,3930,7102,4409
2007-04-01,岩手県,4044,6417,4554
2007-04-01,宮城県,11893,12114,8342
2007-04-01,秋田県,2775,4917,2273
2007-04-01,山形県,3026,5051,3154
2007-04-01,福島県,5053,8158,5689
2007-04-01,茨城県,10223,10290,6838
2007-04-01,栃木県,6007,6923,3184
2007-04-01,群馬県,5052,6069,3755
2007-04-01,埼玉県,27058,23910,16562
2007-04-01,千葉県,27788,23775,15404
2007-04-01,東京都,73425,49844,41199
2007-04-01,神奈川県,40550,31628,24127
2007-04-01,新潟県,5461,7383,6292
2007-04-01,富山県,2856,3320,1354
2007-04-01,石川県,3974,4440,2044
2007-04-01,福井県,1807,2554,1172
2007-04-01,山梨県,2992,2845,1903
2007-04-01,長野県,5196,7106,5891
2007-04-01,岐阜県,5172,6321,4823
2007-04-01,静岡県,10686,11531,9646
2007-04-01,愛知県,25123,19637,20676
2007-04-01,三重県,5420,5822,3719
2007-04-01,滋賀県,5349,4598,2231
2007-04-01,京都府,10663,10216,6743
2007-04-01,大阪府,28990,27416,24725
2007-04-01,兵庫県,17805,18227,12885
2007-04-01,奈良県,5015,5428,2502
2007-04-01,和歌山県,2142,3404,1730
2007-04-01,鳥取県,2300,2856,1279
2007-04-01,島根県,2333,3466,2820
2007-04-01,岡山県,6782,6931,3364
2007-04-01,広島県,11673,11699,7950
2007-04-01,山口県,6674,6569,5054
2007-04-01,徳島県,2156,2958,1761
2007-04-01,香川県,4090,4767,1717
2007-04-01,愛媛県,3898,5383,4438
2007-04-01,高知県,2285,3339,2530
2007-04-01,福岡県,22792,22949,19708
2007-04-01,佐賀県,3243,4490,1635
2007-04-01,長崎県,5767,8349,5965
2007-04-01,熊本県,6170,8775,6636
2007-04-01,大分県,4646,5369,3222
2007-04-01,宮崎県,4367,6553,5320
2007-04-01,鹿児島県,6806,9832,13661
2007-04-01,沖縄県,5306,6170,8253
2007-05-01,北海道,3809,5094,15959
2007-05-01,青森県,1356,2109,1401
2007-05-01,岩手県,1386,1908,1497
2007-05-01,宮城県,3422,3850,4915
2007-05-01,秋田県,952,1367,803
2007-05-01,山形県,947,1295,1128
2007-05-01,福島県,2009,2599,2041
2007-05-01,茨城県,3980,4335,4009
2007-05-01,栃木県,2930,2784,2301
2007-05-01,群馬県,2285,2375,2584
2007-05-01,埼玉県,13239,12977,13114
2007-05-01,千葉県,12905,11732,10713
2007-05-01,東京都,35859,27810,32726
2007-05-01,神奈川県,18850,16633,18855
2007-05-01,新潟県,1886,2341,3044
2007-05-01,富山県,1014,1166,873
2007-05-01,石川県,1330,1489,1356
2007-05-01,福井県,703,942,778
2007-05-01,山梨県,983,1141,1238
2007-05-01,長野県,2217,2783,2855
2007-05-01,岐阜県,2356,2734,2480
2007-05-01,静岡県,4490,4603,6597
2007-05-01,愛知県,10515,8309,16298
2007-05-01,三重県,2974,2533,2010
2007-05-01,滋賀県,2304,2273,1830
2007-05-01,京都府,4264,4731,4463
2007-05-01,大阪府,13425,14009,20513
2007-05-01,兵庫県,7784,8116,9072
2007-05-01,奈良県,2079,2720,1805
2007-05-01,和歌山県,888,1390,1043
2007-05-01,鳥取県,742,908,579
2007-05-01,島根県,845,1076,645
2007-05-01,岡山県,2431,2409,2036
2007-05-01,広島県,3684,4396,5291
2007-05-01,山口県,1903,2140,1575
2007-05-01,徳島県,786,992,1015
2007-05-01,香川県,1441,1552,1042
2007-05-01,愛媛県,1425,1866,1521
2007-05-01,高知県,684,1056,1040
2007-05-01,福岡県,7996,8343,14487
2007-05-01,佐賀県,1352,1486,1031
2007-05-01,長崎県,1722,2439,1588
2007-05-01,熊本県,2135,2595,2664
2007-05-01,大分県,1690,1782,1565
2007-05-01,宮崎県,1562,1740,1517
2007-05-01,鹿児島県,2095,2586,2373
2007-05-01,沖縄県,1909,2029,3448
2007-06-01,北海道,2783,3912,15631
2007-06-01,青森県,1056,1521,1107
2007-06-01,岩手県,1078,1282,1056
2007-06-01,宮城県,2379,2715,4135
2007-06-01,秋田県,665,972,673
2007-06-01,山形県,776,930,904
2007-06-01,福島県,1588,1820,1565
2007-06-01,茨城県,3107,3032,3346
2007-06-01,栃木県,2259,2080,1985
2007-06-01,群馬県,1718,1775,2190
2007-06-01,埼玉県,10202,10243,10757
2007-06-01,千葉県,9773,9061,9700
2007-06-01,東京都,26523,22180,26418
2007-06-01,神奈川県,14421,13017,16470
2007-06-01,新潟県,1346,1574,2501
2007-06-01,富山県,721,862,772
2007-06-01,石川県,941,1146,1108
2007-06-01,福井県,635,659,630
2007-06-01,山梨県,783,852,1029
2007-06-01,長野県,1751,1814,2450
2007-06-01,岐阜県,1761,1976,2095
